Test Time / s,Unix Time / s,Voltage / V,Current / A,Cycle Count / 1,Ambient Temperature / degC,Power / W,Capacity / %
2760.0480444431305,1781180065,3.7,0.0,0,25.0,0.0,100.0
2820.048770904541,1781180125,3.7,0.0,0,25.0,0.0,100.0
2880.049604654312,1781180185,3.7,0.0,0,25.0,0.0,100.0
2940.0504891872406,1781180245,3.7,0.0,0,25.0,0.0,100.0
3000.0512204170227,1781180305,3.7,0.0,0,25.0,0.0,100.0
3060.052092075348,1781180365,3.7,0.0,0,25.0,0.0,100.0
3120.052758216858,1781180425,3.7,0.0,0,25.0,0.0,100.0
3180.053287267685,1781180485,3.7,0.0,0,25.0,0.0,100.0
3240.0541582107544,1781180545,3.7,0.0,0,25.0,0.0,100.0
3300.0553867816925,1781180605,3.7,0.0,0,25.0,0.0,100.0
3360.056699991226,1781180665,3.7,0.0,0,25.0,0.0,100.0
3420.0579121112823,1781180725,3.7,0.0,0,25.0,0.0,100.0
3480.059240102768,1781180785,3.7,0.0,0,25.0,0.0,100.0
3540.060523033142,1781180845,3.7,0.0,0,25.0,0.0,100.0
3600.061692237854,1781180905,3.7,0.0,0,25.0,0.0,100.0
3660.0623874664307,1781180965,3.7,0.0,0,25.0,0.0,100.0
3720.0632808208466,1781181025,3.7,0.0,0,25.0,0.0,100.0
3780.064455986023,1781181085,3.7,0.0,0,25.0,0.0,100.0
3840.065187215805,1781181145,3.7,0.0,0,25.0,0.0,100.0
3900.065946817398,1781181205,3.7,0.0,0,25.0,0.0,100.0
3960.0668585300446,1781181265,3.7,0.0,0,25.0,0.0,100.0
4020.068014860153,1781181325,3.7,0.0,0,25.0,0.0,100.0
4080.068729877472,1781181385,3.7,0.0,0,25.0,0.0,100.0
4140.069427728653,1781181445,3.7,0.0,0,25.0,0.0,100.0
4200.070707798004,1781181505,3.7,0.0,0,25.0,0.0,100.0
4260.072003602982,1781181565,3.7,0.0,0,25.0,0.0,100.0
4320.07332777977,1781181625,3.7,0.0,0,25.0,0.0,100.0
